Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBgn0250869	1067	338	365	808	289	296	611	594	587	472	457	411	522.02	597	447	0.75	-0.415	1.29373790478259e-05	0.000138527915078679	0.0042	0.0058
FBgn0267912	5480	1838	1720	4014	1474	1715	3139	3228	2765	2347	2333	2380	2698.62	3044	2353	0.773	-0.372	1.33482961311367e-05	0.000142555631337999	0.0048	0.005
FBgn0270927	2027	632	712	1615	539	612	1161	1110	1145	944	853	849	1010.37	1139	882	0.777	-0.364	1.34785629965003e-05	0.000143759653702595	0.0038	0.005
FBgn0033224	3209	1225	1177	2466	1004	1114	1838	2151	1892	1442	1589	1546	1743.07	1960	1526	0.779	-0.361	1.37094988710938e-05	0.000145843462698717	0.0043	0.0048
FBgn0040505	108	42	39	63	20	17	62	74	63	37	32	24	48.4	66	31	0.488	-1.036	1.52663624255828e-05	0.000161359155431224	0.0166	0.0202
FBgn0029870	5153	1788	1888	3872	1556	1812	2952	3140	3035	2264	2463	2515	2728.01	3042	2414	0.792	-0.336	1.57003976920464e-05	0.000165307653235128	0.0039	0.005
FBgn0035644	778	254	304	488	229	260	446	446	489	285	362	361	398.17	460	336	0.718	-0.478	1.5861868992489e-05	0.000166406433826843	0.0058	0.0065
FBgn0000395	1233	441	352	872	298	331	706	774	566	510	472	459	581.24	682	480	0.706	-0.503	1.58898551159365e-05	0.000166447754356208	0.0076	0.0056
FBgn0261553	3121	1099	1049	2305	909	1027	1788	1930	1686	1348	1439	1425	1602.62	1801	1404	0.778	-0.362	1.59790272602061e-05	0.00016695539055823	0.0043	0.0048
FBgn0034219	2172	795	1002	1863	633	724	1244	1396	1611	1089	1002	1005	1224.49	1417	1032	0.735	-0.444	1.60328629011307e-05	0.000167092174733258	0.0066	0.0049
FBgn0041183	364	115	127	244	82	97	208	202	204	143	130	135	170.28	205	136	0.666	-0.586	1.68079478347605e-05	0.000173844625650322	0.0065	0.0109
FBgn0053503	740	229	288	578	185	181	424	402	463	338	293	251	361.82	430	294	0.69	-0.535	1.82071590037412e-05	0.000187371540964473	0.0078	0.0068
FBgn0035312	428	177	210	326	122	149	245	311	338	191	193	207	247.34	298	197	0.677	-0.563	1.93684420506525e-05	0.000198327043320165	0.0077	0.0086
FBgn0015903	1421	436	416	1002	345	408	814	766	669	586	546	566	657.75	750	566	0.754	-0.408	2.02482067774252e-05	0.000206819168105158	0.0047	0.0054
FBgn0003507	12804	4200	4042	8118	3661	3824	7334	7375	6498	4747	5794	5308	6175.91	7069	5283	0.745	-0.425	2.04239878546577e-05	0.000208355159681471	0.0069	0.0064
FBgn0052719	230	47	34	124	19	27	132	83	55	73	30	37	68.16	90	47	0.526	-0.928	2.04698191020491e-05	0.000208397168447851	0.0155	0.017
FBgn0027657	1038	250	330	664	231	276	595	439	531	388	366	383	450.16	522	379	0.722	-0.471	2.05751452147686e-05	0.000209116903409581	0.0061	0.0061
FBgn0034398	11495	3538	4556	9143	3045	3658	6584	6213	7324	5346	4819	5077	5893.92	6707	5081	0.758	-0.401	2.07452694491889e-05	0.000210585024780009	0.0061	0.0063
FBgn0028864	57	26	31	27	15	11	33	46	50	16	24	15	30.49	43	18	0.439	-1.187	2.0953901804694e-05	0.000212177657533457	0.0161	0.0236
FBgn0035766	3550	1171	1255	2810	1051	1065	2033	2056	2018	1643	1663	1478	1815.3	2036	1595	0.784	-0.351	2.12840586300454e-05	0.00021498996167935	0.0042	0.0048
FBgn0034894	1204	466	400	886	315	393	690	818	643	518	499	545	618.84	717	521	0.729	-0.456	2.14398770694248e-05	0.000216297505194861	0.0063	0.0055
FBgn0043362	2766	1049	1053	2132	916	962	1584	1842	1693	1247	1450	1335	1525.12	1706	1344	0.787	-0.345	2.30795217453153e-05	0.000232267775895799	0.004	0.0049
FBgn0263106	4574	1579	1650	3776	1296	1510	2620	2773	2653	2208	2051	2096	2400	2682	2118	0.791	-0.338	2.55810935922054e-05	0.000257127609856947	0.0041	0.0049
FBgn0027552	2692	646	846	1445	604	758	1542	1134	1360	845	956	1052	1148.21	1345	951	0.703	-0.508	2.60034111726175e-05	0.000260733469972871	0.0093	0.0049
